id,name,expired_date,purchase_price,selling_price,profit,quantity,batch_number,type,status,supplier_id,category_id,pharmacy_id,low,sold_quantity,active,in_stock
609,Amoxil 500mg,2026-02,154.75,205.97,51.22,26,MA-BATCH-51208,SYRUP,AVAILABLE,484,198,303,False,56,True,True
610,Augmentin 1g,2025-04,178.37,199.63,21.26,102,MA-BATCH-20990,CAPSULE,AVAILABLE,657,365,372,False,110,True,True
611,Augmentin 1g,2026-01,155.08,212.45,57.37,82,MA-BATCH-17718,CAPSULE,AVAILABLE,304,11,461,False,235,True,True
612,Azix 500mg,2025-10,102.92,144.86,41.94,25,MA-BATCH-63381,CAPSULE,AVAILABLE,629,563,311,False,349,True,True
613,Aspegic 100mg,2028-04,141.73,164.32,22.59,104,MA-BATCH-50032,CAPSULE,AVAILABLE,311,123,189,False,315,True,True
614,Doliprane 1000mg,2027-03,112.52,125.29,12.77,68,MA-BATCH-64653,CAPSULE,AVAILABLE,85,106,24,False,224,True,True
615,Voltaren 50mg,2028-12,175.33,230.8,55.47,97,MA-BATCH-22226,TABLET,AVAILABLE,61,540,136,False,91,True,True
616,Dafalgan 1g,2028-09,124.59,136.96,12.37,31,MA-BATCH-64709,CREAM,AVAILABLE,129,156,86,False,334,True,True
617,Rhinathiol,2026-11,148.74,173.31,24.57,102,MA-BATCH-59942,CREAM,AVAILABLE,583,391,150,False,25,True,True
618,Doliprane 1000mg,2025-12,102.3,142.03,39.73,127,MA-BATCH-11457,CAPSULE,AVAILABLE,583,236,143,False,348,True,True
619,Rhinathiol,2028-03,146.94,186.77,39.83,90,MA-BATCH-27389,CREAM,AVAILABLE,643,467,51,False,370,True,True
620,Amoxil 500mg,2028-05,48.2,61.22,13.02,11,MA-BATCH-54512,CREAM,AVAILABLE,506,132,261,False,422,True,True
621,Spasfon,2026-10,46.58,77.05,30.47,31,MA-BATCH-21583,CAPSULE,AVAILABLE,343,191,46,False,179,True,True
622,Amoxil 500mg,2026-11,126.69,159.83,33.14,5,MA-BATCH-62354,TABLET,AVAILABLE,390,45,295,True,292,True,True
623,Paracetamol Cooper,2027-01,19.73,68.25,48.52,46,MA-BATCH-57004,CAPSULE,AVAILABLE,489,270,462,False,498,True,True
624,Voltaren 50mg,2025-12,147.77,190.86,43.09,87,MA-BATCH-13053,CAPSULE,AVAILABLE,86,515,518,False,179,True,True
625,Doliprane 500mg,2026-01,86.88,144.84,57.96,66,MA-BATCH-60977,CAPSULE,AVAILABLE,643,363,442,False,422,True,True
626,Azix 500mg,2028-12,37.2,70.52,33.32,125,MA-BATCH-59927,CAPSULE,AVAILABLE,436,244,76,False,115,True,True
627,Aerius 5mg,2026-03,79.24,136.98,57.74,106,MA-BATCH-87539,TABLET,AVAILABLE,91,101,199,False,294,True,True
628,Rhinathiol,2027-11,78.06,133.78,55.72,123,MA-BATCH-68617,TABLET,AVAILABLE,592,16,220,False,270,True,True
629,Augmentin 1g,2027-12,17.75,40.86,23.11,65,MA-BATCH-83415,SYRUP,AVAILABLE,584,297,316,False,47,True,True
630,Aspegic 100mg,2028-10,112.21,158.65,46.44,66,MA-BATCH-16262,CAPSULE,AVAILABLE,239,316,452,False,75,True,True
631,Augmentin 1g,2028-08,107.53,144.9,37.37,23,MA-BATCH-93834,TABLET,AVAILABLE,578,340,227,False,74,True,True
632,Rhinathiol,2027-09,123.49,150.15,26.66,2,MA-BATCH-77773,INJECTION,AVAILABLE,642,542,424,True,437,True,True
633,Rhinathiol,2026-06,146.95,172.85,25.9,38,MA-BATCH-96970,DROPS,AVAILABLE,548,191,163,False,279,True,True
634,Augmentin 1g,2025-09,164.53,208.96,44.43,0,MA-BATCH-30219,SYRUP,OUT_OF_STOCK,383,215,43,True,233,True,False
635,Aerius 5mg,2027-11,163.22,196.5,33.28,109,MA-BATCH-65365,INJECTION,AVAILABLE,420,508,515,False,19,True,True
636,Smecta,2026-08,115.78,142.74,26.96,82,MA-BATCH-46795,CREAM,AVAILABLE,334,589,487,False,181,True,True
637,Spasfon,2025-08,39.18,56.89,17.71,51,MA-BATCH-55169,DROPS,AVAILABLE,338,615,163,False,482,True,True
638,Doliprane 500mg,2028-05,97.99,137.24,39.25,70,MA-BATCH-99893,TABLET,AVAILABLE,652,299,540,False,207,True,True
639,Spasfon,2028-08,127.84,186.89,59.05,40,MA-BATCH-25768,DROPS,AVAILABLE,668,121,505,False,227,True,True
640,Doliprane 500mg,2027-06,57.43,74.75,17.32,104,MA-BATCH-56948,DROPS,AVAILABLE,447,319,115,False,323,True,True
641,Doliprane 1000mg,2026-12,81.54,115.66,34.12,109,MA-BATCH-16530,CREAM,AVAILABLE,212,360,517,False,428,True,True
642,Doliprane 500mg,2026-01,45.31,96.24,50.93,101,MA-BATCH-52897,CREAM,AVAILABLE,487,159,177,False,482,True,True
643,Rhinathiol,2026-05,61.33,73.27,11.94,71,MA-BATCH-96876,CREAM,AVAILABLE,172,492,391,False,220,True,True
644,Magne B6,2027-07,106.29,142.51,36.22,133,MA-BATCH-16463,TABLET,AVAILABLE,649,519,35,False,150,True,True
645,Aerius 5mg,2025-02,16.34,32.56,16.22,76,MA-BATCH-53731,SYRUP,AVAILABLE,450,248,384,False,416,True,True
646,Spasfon,2025-06,160.39,187.34,26.95,124,MA-BATCH-44237,CAPSULE,AVAILABLE,427,17,354,False,135,True,True
647,Aerius 5mg,2028-08,111.65,165.74,54.09,10,MA-BATCH-45038,DROPS,AVAILABLE,413,142,508,False,79,True,True
648,Aerius 5mg,2028-12,22.93,46.23,23.3,52,MA-BATCH-49179,CREAM,AVAILABLE,588,65,110,False,316,True,True
649,Aspegic 100mg,2028-08,128.99,173.07,44.08,89,MA-BATCH-92121,DROPS,AVAILABLE,158,514,374,False,387,True,True
650,Azix 500mg,2027-12,22.02,80.98,58.96,91,MA-BATCH-95066,DROPS,AVAILABLE,223,571,252,False,450,True,True
651,Dafalgan 1g,2027-09,18.24,50.58,32.34,87,MA-BATCH-21710,SYRUP,AVAILABLE,396,187,427,False,143,True,True
652,Amoxil 500mg,2028-11,50.89,89.29,38.4,101,MA-BATCH-44995,CAPSULE,AVAILABLE,405,3,457,False,297,True,True
653,Magne B6,2027-02,115.57,166.34,50.77,123,MA-BATCH-83738,DROPS,AVAILABLE,584,103,517,False,43,True,True
654,Magne B6,2026-10,90.25,115.86,25.61,17,MA-BATCH-46351,CAPSULE,AVAILABLE,99,315,170,False,183,True,True
655,Rhinathiol,2026-09,48.99,59.51,10.52,70,MA-BATCH-98206,SYRUP,AVAILABLE,530,345,488,False,149,True,True
656,Azix 500mg,2027-10,87.6,116.49,28.89,97,MA-BATCH-14810,INJECTION,AVAILABLE,20,371,334,False,165,True,True
657,Rhinathiol,2027-04,134.67,154.15,19.48,53,MA-BATCH-66611,CREAM,AVAILABLE,483,505,105,False,182,True,True
658,Doliprane 1000mg,2026-12,156.87,205.91,49.04,44,MA-BATCH-86318,CAPSULE,AVAILABLE,628,56,499,False,217,True,True
659,Augmentin 1g,2025-06,171.19,214.36,43.17,76,MA-BATCH-57178,CREAM,AVAILABLE,475,478,128,False,36,True,True
660,Ventoline 100mcg,2027-08,124.56,135.6,11.04,85,MA-BATCH-39978,CAPSULE,AVAILABLE,630,270,247,False,349,True,True
661,Dafalgan 1g,2028-03,26.84,81.03,54.19,67,MA-BATCH-56189,CAPSULE,AVAILABLE,480,513,345,False,215,True,True
662,Doliprane 500mg,2028-05,57.0,74.28,17.28,69,MA-BATCH-61577,CREAM,AVAILABLE,337,384,479,False,119,True,True
663,Spasfon,2026-09,117.23,139.5,22.27,60,MA-BATCH-58874,CAPSULE,AVAILABLE,566,19,353,False,258,True,True
664,Doliprane 500mg,2027-09,138.23,159.81,21.58,124,MA-BATCH-95671,INJECTION,AVAILABLE,413,46,160,False,413,True,True
665,Paracetamol Cooper,2025-04,163.16,197.36,34.2,67,MA-BATCH-31973,SYRUP,AVAILABLE,219,310,455,False,10,True,True
666,Ventoline 100mcg,2028-10,64.6,95.18,30.58,64,MA-BATCH-93047,DROPS,AVAILABLE,99,261,505,False,352,True,True
667,Amoxil 500mg,2027-02,112.33,156.95,44.62,62,MA-BATCH-55783,DROPS,AVAILABLE,328,586,349,False,31,True,True
668,Rhinathiol,2027-12,100.5,117.42,16.92,72,MA-BATCH-62746,TABLET,AVAILABLE,126,473,27,False,107,True,True
669,Spasfon,2025-08,115.4,141.76,26.36,4,MA-BATCH-90710,DROPS,AVAILABLE,32,41,108,True,234,True,True
670,Doliprane 1000mg,2027-10,138.7,195.41,56.71,117,MA-BATCH-74078,CREAM,AVAILABLE,443,612,183,False,493,True,True
671,Dafalgan 1g,2028-12,102.29,124.55,22.26,25,MA-BATCH-24397,DROPS,AVAILABLE,374,593,243,False,350,True,True
672,Paracetamol Cooper,2028-08,105.7,154.23,48.53,149,MA-BATCH-98716,SYRUP,AVAILABLE,362,203,439,False,259,True,True
673,Ventoline 100mcg,2028-01,179.98,205.22,25.24,91,MA-BATCH-17575,INJECTION,AVAILABLE,132,137,547,False,285,True,True
674,Aerius 5mg,2026-06,50.38,98.23,47.85,54,MA-BATCH-23955,SYRUP,AVAILABLE,627,8,77,False,149,True,True
675,Magne B6,2026-08,46.28,84.48,38.2,79,MA-BATCH-50600,CREAM,AVAILABLE,233,443,415,False,445,True,True
676,Rhinathiol,2028-08,125.94,143.32,17.38,122,MA-BATCH-18199,DROPS,AVAILABLE,275,533,23,False,110,True,True
677,Magne B6,2025-08,131.09,183.07,51.98,2,MA-BATCH-39927,CAPSULE,AVAILABLE,644,448,374,True,297,True,True
678,Dafalgan 1g,2026-06,149.27,175.71,26.44,6,MA-BATCH-97738,INJECTION,AVAILABLE,243,483,271,False,372,True,True
679,Voltaren 50mg,2028-07,143.44,152.2,8.76,129,MA-BATCH-23590,TABLET,AVAILABLE,130,132,201,False,417,True,True
680,Rhinathiol,2027-03,147.37,156.53,9.16,42,MA-BATCH-59494,TABLET,AVAILABLE,111,600,501,False,414,True,True
681,Aerius 5mg,2027-10,120.92,157.14,36.22,37,MA-BATCH-50125,INJECTION,AVAILABLE,327,463,271,False,332,True,True
682,Spasfon,2026-03,118.8,144.56,25.76,95,MA-BATCH-99973,CAPSULE,AVAILABLE,287,294,79,False,66,True,True
683,Augmentin 1g,2027-02,100.93,149.78,48.85,136,MA-BATCH-60075,INJECTION,AVAILABLE,193,524,19,False,361,True,True
684,Voltaren 50mg,2025-12,70.79,78.98,8.19,141,MA-BATCH-38362,INJECTION,AVAILABLE,440,526,309,False,409,True,True
685,Smecta,2028-02,31.45,79.27,47.82,71,MA-BATCH-60069,DROPS,AVAILABLE,138,170,29,False,494,True,True
686,Spasfon,2026-04,27.29,68.69,41.4,62,MA-BATCH-44991,TABLET,AVAILABLE,100,114,190,False,236,True,True
687,Doliprane 1000mg,2025-04,42.88,59.27,16.39,99,MA-BATCH-76605,INJECTION,AVAILABLE,405,299,480,False,474,True,True
688,Magne B6,2028-11,94.68,139.96,45.28,2,MA-BATCH-73329,INJECTION,AVAILABLE,112,557,243,True,407,True,True
689,Paracetamol Cooper,2025-08,91.73,104.67,12.94,95,MA-BATCH-95748,INJECTION,AVAILABLE,68,427,190,False,500,True,True
690,Doliprane 1000mg,2028-09,30.48,43.58,13.1,72,MA-BATCH-96084,CAPSULE,AVAILABLE,106,514,400,False,426,True,True
691,Magne B6,2028-05,109.76,117.22,7.46,41,MA-BATCH-53058,INJECTION,AVAILABLE,263,440,479,False,162,True,True
692,Aspegic 100mg,2025-06,33.02,71.73,38.71,102,MA-BATCH-99743,SYRUP,AVAILABLE,624,21,397,False,411,True,True
693,Aspegic 100mg,2025-10,165.43,214.21,48.78,145,MA-BATCH-73772,DROPS,AVAILABLE,16,235,306,False,76,True,True
694,Doliprane 1000mg,2028-11,70.49,111.9,41.41,29,MA-BATCH-26172,CREAM,AVAILABLE,71,383,103,False,106,True,True
695,Doliprane 1000mg,2028-08,80.52,115.49,34.97,148,MA-BATCH-70603,CAPSULE,AVAILABLE,180,121,341,False,482,True,True
696,Dafalgan 1g,2026-06,55.69,93.6,37.91,101,MA-BATCH-62629,TABLET,AVAILABLE,144,179,116,False,226,True,True
697,Rhinathiol,2028-06,109.28,165.39,56.11,6,MA-BATCH-46221,CREAM,AVAILABLE,11,145,238,False,111,True,True
698,Magne B6,2027-04,142.5,167.74,25.24,59,MA-BATCH-91468,DROPS,AVAILABLE,85,5,419,False,195,True,True
699,Smecta,2025-08,89.02,142.72,53.7,83,MA-BATCH-54311,CAPSULE,AVAILABLE,387,588,223,False,405,True,True
700,Doliprane 500mg,2026-12,128.89,152.87,23.98,6,MA-BATCH-49879,TABLET,AVAILABLE,91,155,251,False,106,True,True
701,Voltaren 50mg,2028-10,29.32,52.49,23.17,131,MA-BATCH-11564,SYRUP,AVAILABLE,348,618,465,False,61,True,True
702,Doliprane 1000mg,2025-04,96.31,128.42,32.11,124,MA-BATCH-55272,INJECTION,AVAILABLE,513,463,59,False,467,True,True
703,Spasfon,2028-01,109.57,118.62,9.05,64,MA-BATCH-22218,INJECTION,AVAILABLE,260,554,238,False,399,True,True
704,Ventoline 100mcg,2026-04,119.71,155.25,35.54,82,MA-BATCH-60486,CREAM,AVAILABLE,266,119,465,False,401,True,True
705,Paracetamol Cooper,2025-01,152.4,182.56,30.16,111,MA-BATCH-46675,SYRUP,AVAILABLE,318,333,466,False,356,True,True
706,Doliprane 1000mg,2028-04,119.78,171.09,51.31,20,MA-BATCH-39838,SYRUP,AVAILABLE,182,271,431,False,393,True,True
707,Aerius 5mg,2028-05,151.74,196.63,44.89,85,MA-BATCH-54601,TABLET,AVAILABLE,1,310,288,False,469,True,True
708,Rhinathiol,2028-12,103.0,110.38,7.38,77,MA-BATCH-38471,TABLET,AVAILABLE,555,95,353,False,208,True,True
709,Doliprane 1000mg,2026-08,18.22,41.97,23.75,74,MA-BATCH-69639,CREAM,AVAILABLE,598,369,307,False,421,True,True
710,Ventoline 100mcg,2025-01,93.76,144.52,50.76,26,MA-BATCH-85514,INJECTION,AVAILABLE,402,315,461,False,195,True,True
711,Dafalgan 1g,2027-08,62.84,108.71,45.87,107,MA-BATCH-77074,CREAM,AVAILABLE,467,156,171,False,208,True,True
712,Magne B6,2027-05,127.72,144.27,16.55,129,MA-BATCH-13241,SYRUP,AVAILABLE,594,11,520,False,142,True,True
713,Aerius 5mg,2028-01,172.85,198.76,25.91,89,MA-BATCH-66868,INJECTION,AVAILABLE,605,612,187,False,482,True,True
714,Amoxil 500mg,2025-04,157.81,198.56,40.75,104,MA-BATCH-27329,INJECTION,AVAILABLE,562,488,35,False,329,True,True
715,Voltaren 50mg,2028-08,141.64,171.0,29.36,112,MA-BATCH-59097,INJECTION,AVAILABLE,42,211,417,False,83,True,True
716,Rhinathiol,2026-12,77.08,109.42,32.34,150,MA-BATCH-68201,TABLET,AVAILABLE,88,57,449,False,398,True,True
717,Dafalgan 1g,2028-03,54.33,79.0,24.67,33,MA-BATCH-96597,TABLET,AVAILABLE,417,553,172,False,157,True,True
718,Augmentin 1g,2025-03,48.28,66.03,17.75,61,MA-BATCH-90842,CREAM,AVAILABLE,236,259,287,False,204,True,True
719,Smecta,2028-10,18.72,45.78,27.06,7,MA-BATCH-39696,DROPS,AVAILABLE,3,409,353,False,345,True,True
720,Rhinathiol,2028-06,36.53,60.29,23.76,137,MA-BATCH-28425,CREAM,AVAILABLE,313,93,140,False,268,True,True
721,Aerius 5mg,2025-07,71.7,103.23,31.53,12,MA-BATCH-44721,CAPSULE,AVAILABLE,544,570,345,False,157,True,True
722,Doliprane 500mg,2026-02,102.73,150.62,47.89,87,MA-BATCH-85845,DROPS,AVAILABLE,533,11,263,False,95,True,True
723,Augmentin 1g,2025-06,74.75,132.72,57.97,36,MA-BATCH-68204,INJECTION,AVAILABLE,310,136,374,False,180,True,True
724,Paracetamol Cooper,2028-09,147.12,178.5,31.38,108,MA-BATCH-13593,DROPS,AVAILABLE,185,44,235,False,379,True,True
725,Azix 500mg,2026-02,112.37,124.52,12.15,31,MA-BATCH-72984,TABLET,AVAILABLE,96,334,411,False,222,True,True
726,Rhinathiol,2026-09,167.21,224.54,57.33,147,MA-BATCH-71862,CREAM,AVAILABLE,538,496,164,False,480,True,True
727,Rhinathiol,2027-03,161.12,193.46,32.34,19,MA-BATCH-50594,CREAM,AVAILABLE,371,419,178,False,305,True,True
728,Smecta,2028-05,149.88,180.94,31.06,147,MA-BATCH-25054,INJECTION,AVAILABLE,9,241,200,False,399,True,True
729,Doliprane 1000mg,2028-01,45.15,80.77,35.62,1,MA-BATCH-52491,TABLET,AVAILABLE,43,184,540,True,259,True,True
730,Magne B6,2025-03,66.52,109.18,42.66,38,MA-BATCH-30868,DROPS,AVAILABLE,672,4,85,False,380,True,True
731,Paracetamol Cooper,2027-02,161.43,186.28,24.85,93,MA-BATCH-46100,CREAM,AVAILABLE,511,141,70,False,38,True,True
732,Spasfon,2026-08,158.29,178.09,19.8,106,MA-BATCH-95227,DROPS,AVAILABLE,19,101,365,False,97,True,True
733,Dafalgan 1g,2027-05,81.95,124.38,42.43,114,MA-BATCH-16658,SYRUP,AVAILABLE,408,57,493,False,283,True,True
734,Doliprane 1000mg,2026-04,164.91,188.7,23.79,138,MA-BATCH-85086,CAPSULE,AVAILABLE,520,506,146,False,471,True,True
735,Doliprane 1000mg,2025-07,54.25,89.8,35.55,101,MA-BATCH-21524,CAPSULE,AVAILABLE,344,457,158,False,127,True,True
736,Aspegic 100mg,2027-09,37.21,68.91,31.7,68,MA-BATCH-23070,CREAM,AVAILABLE,650,472,8,False,58,True,True
737,Voltaren 50mg,2028-08,75.22,119.95,44.73,144,MA-BATCH-73358,DROPS,AVAILABLE,136,29,133,False,189,True,True
738,Aspegic 100mg,2026-09,27.15,39.34,12.19,30,MA-BATCH-56246,SYRUP,AVAILABLE,244,233,153,False,299,True,True
739,Voltaren 50mg,2026-08,89.24,94.45,5.21,68,MA-BATCH-54625,CREAM,AVAILABLE,166,608,106,False,185,True,True
740,Doliprane 500mg,2027-02,103.36,159.94,56.58,95,MA-BATCH-66276,SYRUP,AVAILABLE,619,455,86,False,154,True,True
741,Smecta,2027-08,114.25,172.8,58.55,119,MA-BATCH-24509,CAPSULE,AVAILABLE,188,307,479,False,433,True,True
742,Voltaren 50mg,2026-06,54.31,81.97,27.66,98,MA-BATCH-20450,CREAM,AVAILABLE,559,244,72,False,101,True,True
743,Rhinathiol,2028-04,64.56,101.19,36.63,120,MA-BATCH-94641,INJECTION,AVAILABLE,473,492,176,False,461,True,True
744,Azix 500mg,2026-11,139.0,160.34,21.34,78,MA-BATCH-54906,CAPSULE,AVAILABLE,638,474,532,False,263,True,True
745,Doliprane 500mg,2027-08,42.19,100.79,58.6,96,MA-BATCH-54244,INJECTION,AVAILABLE,315,229,531,False,453,True,True
746,Smecta,2025-04,126.6,133.97,7.37,40,MA-BATCH-79984,DROPS,AVAILABLE,20,304,129,False,160,True,True
747,Doliprane 1000mg,2025-12,92.7,145.23,52.53,12,MA-BATCH-84399,CAPSULE,AVAILABLE,10,616,68,False,224,True,True
748,Smecta,2028-03,130.34,161.9,31.56,122,MA-BATCH-31992,INJECTION,AVAILABLE,392,142,129,False,197,True,True
749,Rhinathiol,2026-07,58.18,71.64,13.46,8,MA-BATCH-88590,SYRUP,AVAILABLE,55,610,87,False,377,True,True
750,Spasfon,2025-11,172.98,228.74,55.76,15,MA-BATCH-29439,INJECTION,AVAILABLE,248,112,117,False,395,True,True
751,Smecta,2027-02,90.92,141.0,50.08,101,MA-BATCH-74401,CAPSULE,AVAILABLE,432,586,14,False,459,True,True
752,Rhinathiol,2026-10,16.9,25.52,8.62,68,MA-BATCH-39199,SYRUP,AVAILABLE,338,541,280,False,239,True,True
753,Rhinathiol,2026-11,147.19,161.19,14.0,147,MA-BATCH-52341,CREAM,AVAILABLE,428,426,493,False,413,True,True
754,Doliprane 1000mg,2026-10,93.65,150.03,56.38,90,MA-BATCH-32126,SYRUP,AVAILABLE,442,168,309,False,248,True,True
755,Aspegic 100mg,2025-01,135.22,153.22,18.0,83,MA-BATCH-36580,SYRUP,AVAILABLE,620,577,17,False,304,True,True
756,Aerius 5mg,2028-05,21.26,79.69,58.43,14,MA-BATCH-69412,INJECTION,AVAILABLE,70,320,309,False,84,True,True
757,Magne B6,2027-05,89.52,121.41,31.89,83,MA-BATCH-16880,DROPS,AVAILABLE,291,181,255,False,73,True,True
758,Paracetamol Cooper,2025-12,81.09,113.19,32.1,36,MA-BATCH-68048,CAPSULE,AVAILABLE,275,585,231,False,328,True,True
759,Doliprane 1000mg,2028-10,47.41,104.99,57.58,147,MA-BATCH-46330,CAPSULE,AVAILABLE,218,605,188,False,415,True,True
760,Aspegic 100mg,2028-09,178.57,202.64,24.07,131,MA-BATCH-39154,CAPSULE,AVAILABLE,468,203,255,False,433,True,True
761,Azix 500mg,2026-01,146.69,179.79,33.1,56,MA-BATCH-73098,SYRUP,AVAILABLE,284,349,255,False,332,True,True
762,Paracetamol Cooper,2026-04,163.19,205.55,42.36,12,MA-BATCH-50661,TABLET,AVAILABLE,184,157,301,False,398,True,True
763,Aspegic 100mg,2027-04,93.48,112.42,18.94,145,MA-BATCH-70114,SYRUP,AVAILABLE,57,248,236,False,187,True,True
764,Augmentin 1g,2025-03,22.4,77.77,55.37,102,MA-BATCH-27310,CAPSULE,AVAILABLE,99,30,500,False,372,True,True
765,Rhinathiol,2028-01,29.81,86.91,57.1,83,MA-BATCH-87038,CAPSULE,AVAILABLE,650,54,280,False,87,True,True
766,Smecta,2027-07,40.13,80.75,40.62,76,MA-BATCH-19333,TABLET,AVAILABLE,608,161,381,False,426,True,True
767,Rhinathiol,2026-09,76.42,86.24,9.82,82,MA-BATCH-14665,INJECTION,AVAILABLE,530,78,94,False,442,True,True
768,Aspegic 100mg,2025-06,56.16,114.91,58.75,88,MA-BATCH-39257,DROPS,AVAILABLE,318,261,71,False,325,True,True
769,Spasfon,2028-06,132.64,163.51,30.87,85,MA-BATCH-75034,TABLET,AVAILABLE,402,443,237,False,98,True,True
770,Augmentin 1g,2027-07,173.2,212.95,39.75,33,MA-BATCH-12287,INJECTION,AVAILABLE,124,421,138,False,442,True,True
771,Paracetamol Cooper,2027-12,155.59,197.51,41.92,137,MA-BATCH-41122,CAPSULE,AVAILABLE,135,10,1,False,244,True,True
772,Doliprane 1000mg,2027-03,86.91,95.93,9.02,10,MA-BATCH-51208,CREAM,AVAILABLE,576,395,513,False,424,True,True
773,Smecta,2028-02,74.15,115.02,40.87,114,MA-BATCH-34883,DROPS,AVAILABLE,221,433,25,False,477,True,True
774,Doliprane 500mg,2025-01,168.99,176.3,7.31,9,MA-BATCH-47293,INJECTION,AVAILABLE,99,52,222,False,317,True,True
775,Voltaren 50mg,2025-09,39.55,90.26,50.71,134,MA-BATCH-37148,TABLET,AVAILABLE,288,401,118,False,207,True,True
776,Ventoline 100mcg,2028-09,169.81,205.33,35.52,29,MA-BATCH-80209,DROPS,AVAILABLE,361,91,541,False,428,True,True
777,Doliprane 1000mg,2027-11,128.03,184.32,56.29,11,MA-BATCH-96617,CREAM,AVAILABLE,391,343,410,False,398,True,True
778,Amoxil 500mg,2028-03,106.87,153.6,46.73,97,MA-BATCH-14492,TABLET,AVAILABLE,491,160,500,False,90,True,True
779,Magne B6,2025-11,150.98,195.8,44.82,141,MA-BATCH-48061,INJECTION,AVAILABLE,159,198,470,False,117,True,True
780,Aspegic 100mg,2026-12,73.03,93.58,20.55,119,MA-BATCH-13772,CREAM,AVAILABLE,228,51,410,False,319,True,True
781,Magne B6,2027-02,88.17,141.81,53.64,149,MA-BATCH-43463,CAPSULE,AVAILABLE,291,562,210,False,220,True,True
782,Voltaren 50mg,2028-05,91.14,100.51,9.37,99,MA-BATCH-14629,INJECTION,AVAILABLE,389,540,528,False,380,True,True
783,Azix 500mg,2027-08,83.95,109.44,25.49,143,MA-BATCH-23235,TABLET,AVAILABLE,436,312,363,False,230,True,True
784,Smecta,2028-04,22.5,64.29,41.79,93,MA-BATCH-42629,TABLET,AVAILABLE,516,50,450,False,117,True,True
785,Amoxil 500mg,2026-06,112.11,125.17,13.06,8,MA-BATCH-55364,INJECTION,AVAILABLE,340,220,246,False,404,True,True
786,Augmentin 1g,2025-11,92.5,123.72,31.22,61,MA-BATCH-23031,INJECTION,AVAILABLE,508,571,493,False,65,True,True
787,Smecta,2025-06,112.66,126.51,13.85,106,MA-BATCH-81762,INJECTION,AVAILABLE,158,13,106,False,83,True,True
788,Spasfon,2027-06,58.33,66.5,8.17,95,MA-BATCH-13116,DROPS,AVAILABLE,60,351,303,False,312,True,True
789,Aerius 5mg,2026-10,178.77,211.67,32.9,9,MA-BATCH-75008,INJECTION,AVAILABLE,647,470,243,False,276,True,True
790,Augmentin 1g,2025-07,99.15,111.58,12.43,96,MA-BATCH-11728,SYRUP,AVAILABLE,289,255,539,False,122,True,True
791,Augmentin 1g,2025-05,142.45,150.72,8.27,7,MA-BATCH-51008,SYRUP,AVAILABLE,630,315,232,False,19,True,True
792,Voltaren 50mg,2025-08,96.13,154.68,58.55,71,MA-BATCH-84238,DROPS,AVAILABLE,423,322,278,False,221,True,True
793,Doliprane 500mg,2026-06,139.51,152.9,13.39,127,MA-BATCH-78402,CREAM,AVAILABLE,387,161,149,False,182,True,True
794,Dafalgan 1g,2025-01,40.61,88.4,47.79,103,MA-BATCH-26697,SYRUP,AVAILABLE,39,133,230,False,469,True,True
795,Aerius 5mg,2028-08,172.4,179.54,7.14,97,MA-BATCH-23380,SYRUP,AVAILABLE,369,81,378,False,275,True,True
796,Aerius 5mg,2025-09,108.04,115.43,7.39,67,MA-BATCH-92448,SYRUP,AVAILABLE,520,13,345,False,45,True,True
797,Augmentin 1g,2025-03,83.11,111.83,28.72,138,MA-BATCH-85905,SYRUP,AVAILABLE,500,540,301,False,404,True,True
798,Paracetamol Cooper,2028-04,60.44,100.36,39.92,8,MA-BATCH-20865,CAPSULE,AVAILABLE,144,486,401,False,323,True,True
799,Dafalgan 1g,2027-05,68.29,103.63,35.34,72,MA-BATCH-11941,SYRUP,AVAILABLE,164,266,153,False,138,True,True
800,Aerius 5mg,2025-04,103.55,154.55,51.0,48,MA-BATCH-70488,SYRUP,AVAILABLE,474,79,308,False,197,True,True
801,Dafalgan 1g,2025-12,21.86,78.73,56.87,28,MA-BATCH-59841,DROPS,AVAILABLE,390,602,125,False,481,True,True
802,Paracetamol Cooper,2028-01,58.49,70.17,11.68,63,MA-BATCH-21176,TABLET,AVAILABLE,271,466,95,False,457,True,True
803,Rhinathiol,2025-10,97.72,148.55,50.83,31,MA-BATCH-90692,SYRUP,AVAILABLE,323,388,147,False,464,True,True
804,Doliprane 500mg,2026-05,65.12,96.86,31.74,143,MA-BATCH-15933,SYRUP,AVAILABLE,269,81,288,False,57,True,True
805,Magne B6,2025-09,47.67,56.51,8.84,26,MA-BATCH-23574,CAPSULE,AVAILABLE,10,351,88,False,367,True,True
806,Magne B6,2028-10,131.14,144.75,13.61,29,MA-BATCH-10291,CAPSULE,AVAILABLE,320,462,40,False,267,True,True
807,Ventoline 100mcg,2025-07,74.59,79.66,5.07,70,MA-BATCH-23118,CAPSULE,AVAILABLE,677,516,470,False,279,True,True
808,Rhinathiol,2027-06,50.09,56.29,6.2,26,MA-BATCH-61082,CAPSULE,AVAILABLE,323,486,129,False,494,True,True
809,Ventoline 100mcg,2027-01,141.15,171.32,30.17,120,MA-BATCH-45091,TABLET,AVAILABLE,228,220,461,False,145,True,True
810,Voltaren 50mg,2028-01,57.61,97.12,39.51,134,MA-BATCH-40103,SYRUP,AVAILABLE,624,110,235,False,211,True,True
